"r2a" "r1a" "recomb" "tcontig.x" "tcontig.y"
"443742" "scaffold595989_45330_60903__4235" "scaffold332534.3_30688_34679__1555" "9.5367431640625e-07" "comp64053_c0_seq1" "comp12654_c0_seq1"
"443746" "scaffold595989_45330_60903__4235" "scaffold332534.3_21273_29861__6853" "0.01104736328125" "comp15427_c1_seq1" "comp12654_c0_seq1"
"443748" "scaffold595989_45330_60903__4235" "scaffold111047_18861_22501__1676" "0.0230993512033046" "comp6762_c0_seq1" "comp12654_c0_seq1"
"443750" "scaffold595989_45330_60903__4235" "scaffold111047_18861_22501__2457" "9.5367431640625e-07" "comp6762_c0_seq1" "comp12654_c0_seq1"
"443751" "scaffold595989_45330_60903__4235" "scaffold502543_20314_28188__2262" "9.5367431640625e-07" "comp2237_c0_seq1" "comp12654_c0_seq1"
"443752" "scaffold595989_45330_60903__4235" "scaffold33366_171824_176354__2622" "9.5367431640625e-07" "comp93351_c0_seq1" "comp12654_c0_seq1"
"443757" "scaffold595989_45330_60903__4235" "C32530314_45451_50445__2805" "9.5367431640625e-07" "comp1565_c0_seq1" "comp12654_c0_seq1"
"443760" "scaffold595989_45330_60903__4235" "scaffold502543_20314_28188__1968" "0.0105847810444079" "comp2237_c0_seq1" "comp12654_c0_seq1"
"443763" "scaffold595989_45330_60903__4235" "scaffold502543_20314_28188__1926" "9.5367431640625e-07" "comp2237_c0_seq1" "comp12654_c0_seq1"
"443768" "scaffold595989_45330_60903__4235" "scaffold332534.3_21273_29861__7088" "9.5367431640625e-07" "comp15427_c1_seq1" "comp12654_c0_seq1"
"443769" "scaffold595989_45330_60903__4235" "scaffold502543_20314_28188__5787" "9.5367431640625e-07" "comp2237_c0_seq1" "comp12654_c0_seq1"
"443773" "scaffold595989_45330_60903__4235" "scaffold111047_18861_22501__2722" "9.5367431640625e-07" "comp6762_c0_seq1" "comp12654_c0_seq1"
"443778" "scaffold595989_45330_60903__4235" "C32549516_106128_111892__3610" "9.5367431640625e-07" "comp24588_c0_seq1" "comp12654_c0_seq1"
"443779" "scaffold595989_45330_60903__4235" "C32530314_45451_50445__1499" "9.5367431640625e-07" "comp1565_c0_seq1" "comp12654_c0_seq1"
"443781" "scaffold595989_45330_60903__4235" "scaffold332534.3_34891_41178__1232" "0.0105847810444079" "comp25728_c1_seq1" "comp12654_c0_seq1"
"443791" "scaffold595989_45330_60903__4235" "scaffold439972_44757_54082__6536" "9.5367431640625e-07" "comp4835_c0_seq1" "comp12654_c0_seq1"
"443794" "scaffold595989_45330_60903__4235" "scaffold111047_18861_22501__2706" "0.0115524818157328" "comp6762_c0_seq1" "comp12654_c0_seq1"
"443803" "scaffold595989_45330_60903__4235" "scaffold332534.3_21273_29861__8457" "0.0112942470593399" "comp15427_c1_seq1" "comp12654_c0_seq1"
"443812" "scaffold595989_45330_60903__4235" "C31343970_1_2364__1411" "9.5367431640625e-07" "comp90150_c0_seq1" "comp12654_c0_seq1"
"443817" "scaffold595989_45330_60903__4235" "scaffold418329_120140_125281__98" "0.0116861032885174" "comp19776_c1_seq1" "comp12654_c0_seq1"
"443818" "scaffold595989_45330_60903__4235" "C31343970_1_2364__1082" "9.5367431640625e-07" "comp90150_c0_seq1" "comp12654_c0_seq1"
"443819" "scaffold595989_45330_60903__4235" "scaffold502543_20314_28188__2665" "0.0223334418402778" "comp2237_c0_seq1" "comp12654_c0_seq1"
"443824" "scaffold595989_45330_60903__4235" "scaffold502543_20314_28188__5408" "9.5367431640625e-07" "comp2237_c0_seq1" "comp12654_c0_seq1"
"443827" "scaffold595989_45330_60903__4235" "C32549516_106128_111892__1868" "9.5367431640625e-07" "comp24588_c0_seq1" "comp12654_c0_seq1"
"443830" "scaffold595989_45330_60903__4235" "C32549516_106128_111892__4388" "0.0105847810444079" "comp24588_c0_seq1" "comp12654_c0_seq1"
"443832" "scaffold595989_45330_60903__4235" "scaffold502543_20314_28188__2075" "9.5367431640625e-07" "comp2237_c0_seq1" "comp12654_c0_seq1"
"450147" "scaffold59877.1_11539_16916__1616" "scaffold502543_20314_28188__2075" "9.5367431640625e-07" "comp2237_c0_seq1" "comp9553_c0_seq1"
"450151" "scaffold59877.1_11539_16916__1616" "C32549516_106128_111892__2220" "0.0477178664434524" "comp24588_c0_seq1" "comp9553_c0_seq1"
"450154" "scaffold59877.1_11539_16916__1616" "scaffold111047_18861_22501__2600" "9.5367431640625e-07" "comp6762_c0_seq1" "comp9553_c0_seq1"
"450159" "scaffold59877.1_11539_16916__1616" "scaffold502543_20314_28188__2262" "9.5367431640625e-07" "comp2237_c0_seq1" "comp9553_c0_seq1"
"450162" "scaffold59877.1_11539_16916__1616" "C31343970_1_2364__1126" "0.24501329787234" "comp90150_c0_seq1" "comp9553_c0_seq1"
"450166" "scaffold59877.1_11539_16916__1616" "scaffold33366_171824_176354__2622" "9.5367431640625e-07" "comp93351_c0_seq1" "comp9553_c0_seq1"
"450169" "scaffold59877.1_11539_16916__1616" "scaffold439972_44757_54082__6003" "9.5367431640625e-07" "comp4835_c0_seq1" "comp9553_c0_seq1"
"450170" "scaffold59877.1_11539_16916__1616" "C31343970_1_2364__1082" "9.5367431640625e-07" "comp90150_c0_seq1" "comp9553_c0_seq1"
"450171" "scaffold59877.1_11539_16916__1616" "scaffold332534.3_21273_29861__7020" "9.5367431640625e-07" "comp15427_c1_seq1" "comp9553_c0_seq1"
"450176" "scaffold59877.1_11539_16916__1616" "C32549516_106128_111892__1975" "9.5367431640625e-07" "comp24588_c0_seq1" "comp9553_c0_seq1"
"450177" "scaffold59877.1_11539_16916__1616" "scaffold332534.3_30688_34679__1507" "9.5367431640625e-07" "comp64053_c0_seq1" "comp9553_c0_seq1"
"450180" "scaffold59877.1_11539_16916__1616" "scaffold332534.3_30688_34679__430" "9.5367431640625e-07" "comp64053_c0_seq1" "comp9553_c0_seq1"
"450186" "scaffold59877.1_11539_16916__1616" "scaffold595989_45330_60903__4235" "9.5367431640625e-07" "comp12654_c0_seq1" "comp9553_c0_seq1"
"450197" "scaffold59877.1_11539_16916__1616" "C31343970_1_2364__634" "0.25" "comp90150_c0_seq1" "comp9553_c0_seq1"
"450211" "scaffold59877.1_11539_16916__1616" "scaffold111047_18861_22501__2457" "9.5367431640625e-07" "comp6762_c0_seq1" "comp9553_c0_seq1"
"450215" "scaffold59877.1_11539_16916__1616" "scaffold332534.3_21273_29861__8457" "0.0112942470593399" "comp15427_c1_seq1" "comp9553_c0_seq1"
"450220" "scaffold59877.1_11539_16916__1616" "scaffold332534.3_21273_29861__7056" "9.5367431640625e-07" "comp15427_c1_seq1" "comp9553_c0_seq1"
"450223" "scaffold59877.1_11539_16916__1616" "C32530314_45451_50445__486" "9.5367431640625e-07" "comp1565_c0_seq1" "comp9553_c0_seq1"
"450225" "scaffold59877.1_11539_16916__1616" "scaffold502543_20314_28188__5362" "9.5367431640625e-07" "comp2237_c0_seq1" "comp9553_c0_seq1"
"450227" "scaffold59877.1_11539_16916__1616" "scaffold502543_20314_28188__1926" "9.5367431640625e-07" "comp2237_c0_seq1" "comp9553_c0_seq1"
"450229" "scaffold59877.1_11539_16916__1616" "scaffold332534.3_21273_29861__6853" "0.01104736328125" "comp15427_c1_seq1" "comp9553_c0_seq1"
"450232" "scaffold59877.1_11539_16916__1616" "scaffold502543_20314_28188__2665" "0.0223334418402778" "comp2237_c0_seq1" "comp9553_c0_seq1"
"450235" "scaffold59877.1_11539_16916__1616" "scaffold439972_44757_54082__6536" "9.5367431640625e-07" "comp4835_c0_seq1" "comp9553_c0_seq1"
"450243" "scaffold59877.1_11539_16916__1616" "scaffold111047_18861_22501__2706" "0.0115524818157328" "comp6762_c0_seq1" "comp9553_c0_seq1"
"450246" "scaffold59877.1_11539_16916__1616" "C32549516_106128_111892__1868" "9.5367431640625e-07" "comp24588_c0_seq1" "comp9553_c0_seq1"
"450248" "scaffold59877.1_11539_16916__1616" "scaffold111047_18861_22501__1676" "0.0230993512033046" "comp6762_c0_seq1" "comp9553_c0_seq1"
"450253" "scaffold59877.1_11539_16916__1616" "C31343970_1_2364__1150" "9.5367431640625e-07" "comp90150_c0_seq1" "comp9553_c0_seq1"
"450256" "scaffold59877.1_11539_16916__1616" "scaffold332534.3_30688_34679__1555" "9.5367431640625e-07" "comp64053_c0_seq1" "comp9553_c0_seq1"
"450257" "scaffold59877.1_11539_16916__1616" "scaffold502543_20314_28188__5787" "9.5367431640625e-07" "comp2237_c0_seq1" "comp9553_c0_seq1"
"450258" "scaffold59877.1_11539_16916__1616" "scaffold33366_171824_176354__1842" "9.5367431640625e-07" "comp93351_c0_seq1" "comp9553_c0_seq1"
"450262" "scaffold59877.1_11539_16916__1616" "C32530314_45451_50445__1499" "9.5367431640625e-07" "comp1565_c0_seq1" "comp9553_c0_seq1"
"450264" "scaffold59877.1_11539_16916__1616" "scaffold332534.3_21273_29861__7088" "9.5367431640625e-07" "comp15427_c1_seq1" "comp9553_c0_seq1"
"450274" "scaffold59877.1_11539_16916__1616" "scaffold111047_18861_22501__2722" "9.5367431640625e-07" "comp6762_c0_seq1" "comp9553_c0_seq1"
"450276" "scaffold59877.1_11539_16916__1616" "scaffold502543_20314_28188__1968" "0.0105847810444079" "comp2237_c0_seq1" "comp9553_c0_seq1"
"450279" "scaffold59877.1_11539_16916__1616" "scaffold558727_93195_97037__3165" "9.5367431640625e-07" "comp6329_c0_seq1" "comp9553_c0_seq1"
"450295" "scaffold59877.1_11539_16916__1616" "scaffold502543_20314_28188__2420" "9.5367431640625e-07" "comp2237_c0_seq1" "comp9553_c0_seq1"
"450303" "scaffold59877.1_11539_16916__1616" "C32530314_45451_50445__2805" "9.5367431640625e-07" "comp1565_c0_seq1" "comp9553_c0_seq1"
"450310" "scaffold59877.1_11539_16916__1616" "scaffold332534.3_34891_41178__1232" "0.0105847810444079" "comp25728_c1_seq1" "comp9553_c0_seq1"
"450317" "scaffold59877.1_11539_16916__1616" "C32549516_106128_111892__4388" "0.0105847810444079" "comp24588_c0_seq1" "comp9553_c0_seq1"
"450323" "scaffold59877.1_11539_16916__1616" "scaffold111047_18861_22501__2573" "0.0106967357878989" "comp6762_c0_seq1" "comp9553_c0_seq1"
"450325" "scaffold59877.1_11539_16916__1616" "scaffold33366_171824_176354__1335" "9.5367431640625e-07" "comp93351_c0_seq1" "comp9553_c0_seq1"
"450328" "scaffold59877.1_11539_16916__1616" "scaffold418329_120140_125281__98" "0.0116861032885174" "comp19776_c1_seq1" "comp9553_c0_seq1"
"450330" "scaffold59877.1_11539_16916__1616" "C32549516_106128_111892__3610" "9.5367431640625e-07" "comp24588_c0_seq1" "comp9553_c0_seq1"
"450331" "scaffold59877.1_11539_16916__1616" "C32549516_106128_111892__2346" "0.0118228687959559" "comp24588_c0_seq1" "comp9553_c0_seq1"
"450332" "scaffold59877.1_11539_16916__1616" "C31343970_1_2364__1411" "9.5367431640625e-07" "comp90150_c0_seq1" "comp9553_c0_seq1"
"450333" "scaffold59877.1_11539_16916__1616" "scaffold332534.3_34891_41178__1900" "9.5367431640625e-07" "comp25728_c1_seq1" "comp9553_c0_seq1"
"450335" "scaffold59877.1_11539_16916__1616" "scaffold595989_45330_60903__10364" "0.0112942470593399" "comp12654_c0_seq1" "comp9553_c0_seq1"
"450338" "scaffold59877.1_11539_16916__1616" "scaffold502543_20314_28188__5408" "9.5367431640625e-07" "comp2237_c0_seq1" "comp9553_c0_seq1"
"450351" "scaffold59877.1_11539_16916__1680" "scaffold332534.3_21273_29861__7020" "9.5367431640625e-07" "comp15427_c1_seq1" "comp9553_c0_seq1"
"450357" "scaffold59877.1_11539_16916__1680" "scaffold418329_120140_125281__98" "0.0116861032885174" "comp19776_c1_seq1" "comp9553_c0_seq1"
"450369" "scaffold59877.1_11539_16916__1680" "scaffold33366_171824_176354__1335" "9.5367431640625e-07" "comp93351_c0_seq1" "comp9553_c0_seq1"
"450372" "scaffold59877.1_11539_16916__1680" "scaffold332534.3_30688_34679__1507" "9.5367431640625e-07" "comp64053_c0_seq1" "comp9553_c0_seq1"
"450376" "scaffold59877.1_11539_16916__1680" "scaffold502543_20314_28188__1968" "0.0105847810444079" "comp2237_c0_seq1" "comp9553_c0_seq1"
"450379" "scaffold59877.1_11539_16916__1680" "scaffold502543_20314_28188__2262" "9.5367431640625e-07" "comp2237_c0_seq1" "comp9553_c0_seq1"
"450380" "scaffold59877.1_11539_16916__1680" "scaffold595989_45330_60903__4235" "9.5367431640625e-07" "comp12654_c0_seq1" "comp9553_c0_seq1"
"450381" "scaffold59877.1_11539_16916__1680" "C32549516_106128_111892__1975" "9.5367431640625e-07" "comp24588_c0_seq1" "comp9553_c0_seq1"
"450390" "scaffold59877.1_11539_16916__1680" "scaffold111047_18861_22501__2457" "9.5367431640625e-07" "comp6762_c0_seq1" "comp9553_c0_seq1"
"450391" "scaffold59877.1_11539_16916__1680" "scaffold439972_44757_54082__6003" "9.5367431640625e-07" "comp4835_c0_seq1" "comp9553_c0_seq1"
"450393" "scaffold59877.1_11539_16916__1680" "scaffold502543_20314_28188__1926" "9.5367431640625e-07" "comp2237_c0_seq1" "comp9553_c0_seq1"
"450399" "scaffold59877.1_11539_16916__1680" "C32530314_45451_50445__1499" "9.5367431640625e-07" "comp1565_c0_seq1" "comp9553_c0_seq1"
"450401" "scaffold59877.1_11539_16916__1680" "scaffold33366_171824_176354__2622" "9.5367431640625e-07" "comp93351_c0_seq1" "comp9553_c0_seq1"
"450403" "scaffold59877.1_11539_16916__1680" "scaffold332534.3_21273_29861__7056" "9.5367431640625e-07" "comp15427_c1_seq1" "comp9553_c0_seq1"
"450404" "scaffold59877.1_11539_16916__1680" "scaffold332534.3_21273_29861__7088" "9.5367431640625e-07" "comp15427_c1_seq1" "comp9553_c0_seq1"
"450406" "scaffold59877.1_11539_16916__1680" "C31343970_1_2364__634" "0.25" "comp90150_c0_seq1" "comp9553_c0_seq1"
"450407" "scaffold59877.1_11539_16916__1680" "scaffold502543_20314_28188__2420" "9.5367431640625e-07" "comp2237_c0_seq1" "comp9553_c0_seq1"
"450411" "scaffold59877.1_11539_16916__1680" "C31343970_1_2364__1150" "9.5367431640625e-07" "comp90150_c0_seq1" "comp9553_c0_seq1"
"450414" "scaffold59877.1_11539_16916__1680" "scaffold111047_18861_22501__2573" "0.0106967357878989" "comp6762_c0_seq1" "comp9553_c0_seq1"
"450422" "scaffold59877.1_11539_16916__1680" "scaffold502543_20314_28188__2075" "9.5367431640625e-07" "comp2237_c0_seq1" "comp9553_c0_seq1"
"450423" "scaffold59877.1_11539_16916__1680" "C32530314_45451_50445__486" "9.5367431640625e-07" "comp1565_c0_seq1" "comp9553_c0_seq1"
"450424" "scaffold59877.1_11539_16916__1680" "scaffold111047_18861_22501__1676" "0.0230993512033046" "comp6762_c0_seq1" "comp9553_c0_seq1"
"450430" "scaffold59877.1_11539_16916__1680" "scaffold502543_20314_28188__5787" "9.5367431640625e-07" "comp2237_c0_seq1" "comp9553_c0_seq1"
"450432" "scaffold59877.1_11539_16916__1680" "scaffold332534.3_30688_34679__430" "9.5367431640625e-07" "comp64053_c0_seq1" "comp9553_c0_seq1"
"450435" "scaffold59877.1_11539_16916__1680" "scaffold502543_20314_28188__5408" "9.5367431640625e-07" "comp2237_c0_seq1" "comp9553_c0_seq1"
"450439" "scaffold59877.1_11539_16916__1680" "scaffold111047_18861_22501__2600" "9.5367431640625e-07" "comp6762_c0_seq1" "comp9553_c0_seq1"
"450441" "scaffold59877.1_11539_16916__1680" "C31343970_1_2364__1411" "9.5367431640625e-07" "comp90150_c0_seq1" "comp9553_c0_seq1"
"450443" "scaffold59877.1_11539_16916__1680" "scaffold332534.3_30688_34679__1555" "9.5367431640625e-07" "comp64053_c0_seq1" "comp9553_c0_seq1"
"450454" "scaffold59877.1_11539_16916__1680" "scaffold439972_44757_54082__6536" "9.5367431640625e-07" "comp4835_c0_seq1" "comp9553_c0_seq1"
"450457" "scaffold59877.1_11539_16916__1680" "C31343970_1_2364__1082" "9.5367431640625e-07" "comp90150_c0_seq1" "comp9553_c0_seq1"
"450460" "scaffold59877.1_11539_16916__1680" "C32549516_106128_111892__3610" "9.5367431640625e-07" "comp24588_c0_seq1" "comp9553_c0_seq1"
"450461" "scaffold59877.1_11539_16916__1680" "scaffold332534.3_21273_29861__6853" "0.01104736328125" "comp15427_c1_seq1" "comp9553_c0_seq1"
"450462" "scaffold59877.1_11539_16916__1680" "C32549516_106128_111892__4388" "0.0105847810444079" "comp24588_c0_seq1" "comp9553_c0_seq1"
"450471" "scaffold59877.1_11539_16916__1680" "C32549516_106128_111892__1868" "9.5367431640625e-07" "comp24588_c0_seq1" "comp9553_c0_seq1"
"450479" "scaffold59877.1_11539_16916__1680" "C32530314_45451_50445__2805" "9.5367431640625e-07" "comp1565_c0_seq1" "comp9553_c0_seq1"
"450482" "scaffold59877.1_11539_16916__1680" "scaffold595989_45330_60903__10364" "0.0112942470593399" "comp12654_c0_seq1" "comp9553_c0_seq1"
"450483" "scaffold59877.1_11539_16916__1680" "scaffold502543_20314_28188__2665" "0.0223334418402778" "comp2237_c0_seq1" "comp9553_c0_seq1"
"450485" "scaffold59877.1_11539_16916__1680" "scaffold502543_20314_28188__5362" "9.5367431640625e-07" "comp2237_c0_seq1" "comp9553_c0_seq1"
"450490" "scaffold59877.1_11539_16916__1680" "C32549516_106128_111892__2346" "0.0118228687959559" "comp24588_c0_seq1" "comp9553_c0_seq1"
"450496" "scaffold59877.1_11539_16916__1680" "scaffold111047_18861_22501__2722" "9.5367431640625e-07" "comp6762_c0_seq1" "comp9553_c0_seq1"
"450506" "scaffold59877.1_11539_16916__1680" "scaffold332534.3_34891_41178__1900" "9.5367431640625e-07" "comp25728_c1_seq1" "comp9553_c0_seq1"
"450512" "scaffold59877.1_11539_16916__1680" "scaffold332534.3_21273_29861__8457" "0.0112942470593399" "comp15427_c1_seq1" "comp9553_c0_seq1"
"450514" "scaffold59877.1_11539_16916__1680" "scaffold332534.3_34891_41178__1232" "0.0105847810444079" "comp25728_c1_seq1" "comp9553_c0_seq1"
"450515" "scaffold59877.1_11539_16916__1680" "scaffold33366_171824_176354__1842" "9.5367431640625e-07" "comp93351_c0_seq1" "comp9553_c0_seq1"
"450516" "scaffold59877.1_11539_16916__1680" "C32549516_106128_111892__2220" "0.0477178664434524" "comp24588_c0_seq1" "comp9553_c0_seq1"
"450521" "scaffold59877.1_11539_16916__1680" "scaffold111047_18861_22501__2706" "0.0115524818157328" "comp6762_c0_seq1" "comp9553_c0_seq1"
"450526" "scaffold59877.1_11539_16916__1680" "C31343970_1_2364__1126" "0.24501329787234" "comp90150_c0_seq1" "comp9553_c0_seq1"
"450545" "scaffold59877.1_11539_16916__1680" "scaffold558727_93195_97037__3165" "9.5367431640625e-07" "comp6329_c0_seq1" "comp9553_c0_seq1"
"450555" "scaffold59877.1_11539_16916__2480" "scaffold502543_20314_28188__2665" "0.244791666666667" "comp2237_c0_seq1" "comp9553_c0_seq1"
"450558" "scaffold59877.1_11539_16916__2480" "scaffold502543_20314_28188__2262" "0.247647849462366" "comp2237_c0_seq1" "comp9553_c0_seq1"
"450560" "scaffold59877.1_11539_16916__2480" "scaffold502543_20314_28188__5362" "0.242351973684211" "comp2237_c0_seq1" "comp9553_c0_seq1"
"450561" "scaffold59877.1_11539_16916__2480" "C31343970_1_2364__1411" "0.24501329787234" "comp90150_c0_seq1" "comp9553_c0_seq1"
"450564" "scaffold59877.1_11539_16916__2480" "C32549516_106128_111892__1975" "0.242351973684211" "comp24588_c0_seq1" "comp9553_c0_seq1"
"450565" "scaffold59877.1_11539_16916__2480" "C31343970_1_2364__1126" "9.5367431640625e-07" "comp90150_c0_seq1" "comp9553_c0_seq1"
"450566" "scaffold59877.1_11539_16916__2480" "scaffold33366_171824_176354__1842" "0.242351973684211" "comp93351_c0_seq1" "comp9553_c0_seq1"
"450572" "scaffold59877.1_11539_16916__2480" "C31343970_1_2364__813" "0.0248013720100309" "comp90150_c0_seq1" "comp9553_c0_seq1"
"450575" "scaffold59877.1_11539_16916__2480" "scaffold332534.3_21273_29861__7020" "0.242351973684211" "comp15427_c1_seq1" "comp9553_c0_seq1"
"450577" "scaffold59877.1_11539_16916__2480" "scaffold111047_18861_22501__1676" "0.275660021551724" "comp6762_c0_seq1" "comp9553_c0_seq1"
"450584" "scaffold59877.1_11539_16916__2480" "scaffold332534.3_30688_34679__1507" "0.247647849462366" "comp64053_c0_seq1" "comp9553_c0_seq1"
"450588" "scaffold59877.1_11539_16916__2480" "scaffold332534.3_34891_41178__1900" "0.242351973684211" "comp25728_c1_seq1" "comp9553_c0_seq1"
"450594" "scaffold59877.1_11539_16916__2480" "scaffold33366_171824_176354__1335" "0.242015796703297" "comp93351_c0_seq1" "comp9553_c0_seq1"
"450607" "scaffold59877.1_11539_16916__2480" "scaffold332534.3_34891_41178__1232" "0.252302631578947" "comp25728_c1_seq1" "comp9553_c0_seq1"
"450610" "scaffold59877.1_11539_16916__2480" "scaffold439972_44757_54082__6003" "0.242015796703297" "comp4835_c0_seq1" "comp9553_c0_seq1"
"450618" "scaffold59877.1_11539_16916__2480" "scaffold595989_45330_60903__4235" "0.242351973684211" "comp12654_c0_seq1" "comp9553_c0_seq1"
"450624" "scaffold59877.1_11539_16916__2480" "scaffold332534.3_21273_29861__6853" "0.252403846153846" "comp15427_c1_seq1" "comp9553_c0_seq1"
"450627" "scaffold59877.1_11539_16916__2480" "C32549516_106128_111892__4388" "0.252302631578947" "comp24588_c0_seq1" "comp9553_c0_seq1"
"450631" "scaffold59877.1_11539_16916__2480" "scaffold111047_18861_22501__2600" "0.242351973684211" "comp6762_c0_seq1" "comp9553_c0_seq1"
"450634" "scaffold59877.1_11539_16916__2480" "scaffold332534.3_21273_29861__7056" "0.242351973684211" "comp15427_c1_seq1" "comp9553_c0_seq1"
"450635" "scaffold59877.1_11539_16916__2480" "scaffold502543_20314_28188__5787" "0.242351973684211" "comp2237_c0_seq1" "comp9553_c0_seq1"
"450638" "scaffold59877.1_11539_16916__2480" "scaffold502543_20314_28188__5408" "0.247647849462366" "comp2237_c0_seq1" "comp9553_c0_seq1"
"450639" "scaffold59877.1_11539_16916__2480" "C31343970_1_2364__1150" "0.242351973684211" "comp90150_c0_seq1" "comp9553_c0_seq1"
"450653" "scaffold59877.1_11539_16916__2480" "C32549516_106128_111892__2346" "0.282100183823529" "comp24588_c0_seq1" "comp9553_c0_seq1"
"450655" "scaffold59877.1_11539_16916__2480" "scaffold502543_20314_28188__1926" "0.24501329787234" "comp2237_c0_seq1" "comp9553_c0_seq1"
"450659" "scaffold59877.1_11539_16916__2480" "scaffold439972_44757_54082__6536" "0.25" "comp4835_c0_seq1" "comp9553_c0_seq1"
"450660" "scaffold59877.1_11539_16916__2480" "scaffold111047_18861_22501__2573" "0.25498670212766" "comp6762_c0_seq1" "comp9553_c0_seq1"
"450667" "scaffold59877.1_11539_16916__2480" "scaffold502543_20314_28188__2420" "0.252403846153846" "comp2237_c0_seq1" "comp9553_c0_seq1"
"450670" "scaffold59877.1_11539_16916__2480" "scaffold111047_18861_22501__2457" "0.242351973684211" "comp6762_c0_seq1" "comp9553_c0_seq1"
"450678" "scaffold59877.1_11539_16916__2480" "scaffold595989_45330_60903__10364" "0.269355688202247" "comp12654_c0_seq1" "comp9553_c0_seq1"
"450679" "scaffold59877.1_11539_16916__2480" "scaffold558727_93195_97037__3165" "0.241246234939759" "comp6329_c0_seq1" "comp9553_c0_seq1"
"450683" "scaffold59877.1_11539_16916__2480" "scaffold502543_20314_28188__1968" "0.252302631578947" "comp2237_c0_seq1" "comp9553_c0_seq1"
"450691" "scaffold59877.1_11539_16916__2480" "C32530314_45451_50445__2805" "0.255208333333333" "comp1565_c0_seq1" "comp9553_c0_seq1"
"450696" "scaffold59877.1_11539_16916__2480" "C32549516_106128_111892__3610" "0.242351973684211" "comp24588_c0_seq1" "comp9553_c0_seq1"
"450697" "scaffold59877.1_11539_16916__2480" "C32530314_45451_50445__486" "0.242351973684211" "comp1565_c0_seq1" "comp9553_c0_seq1"
"450698" "scaffold59877.1_11539_16916__2480" "scaffold502543_20314_28188__2075" "0.242351973684211" "comp2237_c0_seq1" "comp9553_c0_seq1"
"450704" "scaffold59877.1_11539_16916__2480" "C31343970_1_2364__634" "9.5367431640625e-07" "comp90150_c0_seq1" "comp9553_c0_seq1"
"450705" "scaffold59877.1_11539_16916__2480" "scaffold332534.3_21273_29861__7088" "0.242351973684211" "comp15427_c1_seq1" "comp9553_c0_seq1"
"450709" "scaffold59877.1_11539_16916__2480" "scaffold111047_18861_22501__2706" "0.264143318965517" "comp6762_c0_seq1" "comp9553_c0_seq1"
"450712" "scaffold59877.1_11539_16916__2480" "C32549516_106128_111892__1868" "0.242351973684211" "comp24588_c0_seq1" "comp9553_c0_seq1"
"450717" "scaffold59877.1_11539_16916__2480" "scaffold33366_171824_176354__2622" "0.24501329787234" "comp93351_c0_seq1" "comp9553_c0_seq1"
"450719" "scaffold59877.1_11539_16916__2480" "scaffold418329_120140_125281__98" "0.255450581395349" "comp19776_c1_seq1" "comp9553_c0_seq1"
"450733" "scaffold59877.1_11539_16916__2480" "scaffold332534.3_30688_34679__1555" "0.255716463414634" "comp64053_c0_seq1" "comp9553_c0_seq1"
"450734" "scaffold59877.1_11539_16916__2480" "C32530314_45451_50445__1499" "0.244791666666667" "comp1565_c0_seq1" "comp9553_c0_seq1"
"450735" "scaffold59877.1_11539_16916__2480" "C31343970_1_2364__1082" "0.242351973684211" "comp90150_c0_seq1" "comp9553_c0_seq1"
"450741" "scaffold59877.1_11539_16916__2480" "scaffold332534.3_30688_34679__430" "0.242351973684211" "comp64053_c0_seq1" "comp9553_c0_seq1"
"450746" "scaffold59877.1_11539_16916__2480" "scaffold332534.3_21273_29861__8457" "0.269355688202247" "comp15427_c1_seq1" "comp9553_c0_seq1"
"450749" "scaffold59877.1_11539_16916__2480" "scaffold111047_18861_22501__2722" "0.242351973684211" "comp6762_c0_seq1" "comp9553_c0_seq1"
"450755" "scaffold59877.1_11539_16916__3510" "scaffold502543_20314_28188__2075" "9.5367431640625e-07" "comp2237_c0_seq1" "comp9553_c0_seq1"
"450760" "scaffold59877.1_11539_16916__3510" "C32549516_106128_111892__1975" "9.5367431640625e-07" "comp24588_c0_seq1" "comp9553_c0_seq1"
"450766" "scaffold59877.1_11539_16916__3510" "C31343970_1_2364__634" "0.247426470588235" "comp90150_c0_seq1" "comp9553_c0_seq1"
"450770" "scaffold59877.1_11539_16916__3510" "scaffold111047_18861_22501__2573" "0.0115524818157328" "comp6762_c0_seq1" "comp9553_c0_seq1"
"450771" "scaffold59877.1_11539_16916__3510" "scaffold418329_120140_125281__98" "0.012716172616693" "comp19776_c1_seq1" "comp9553_c0_seq1"
"450774" "scaffold59877.1_11539_16916__3510" "scaffold502543_20314_28188__5362" "9.5367431640625e-07" "comp2237_c0_seq1" "comp9553_c0_seq1"
"450779" "scaffold59877.1_11539_16916__3510" "scaffold332534.3_34891_41178__1232" "0.0114218971946023" "comp25728_c1_seq1" "comp9553_c0_seq1"
"450781" "scaffold59877.1_11539_16916__3510" "scaffold439972_44757_54082__6536" "9.5367431640625e-07" "comp4835_c0_seq1" "comp9553_c0_seq1"
"450783" "scaffold59877.1_11539_16916__3510" "scaffold332534.3_34891_41178__1900" "9.5367431640625e-07" "comp25728_c1_seq1" "comp9553_c0_seq1"
"450785" "scaffold59877.1_11539_16916__3510" "scaffold332534.3_21273_29861__6853" "0.011962890625" "comp15427_c1_seq1" "comp9553_c0_seq1"
"450787" "scaffold59877.1_11539_16916__3510" "scaffold502543_20314_28188__5408" "9.5367431640625e-07" "comp2237_c0_seq1" "comp9553_c0_seq1"
