tcontig	focal	ortho	pvalue	mannUstat	numsamp	mean_test_r2	mean_background_r2	q95	q99	pred_quantile	pred_p	emp_p	spruce	qvalue
comp1802_c0_seq1	Fall_cold_injury_p	Fall_cold_injury_p	5.06404029518659e-06	228443.5	31	0.0218705549241501	0.00704865948875669	NA	NA	NA	4.56214810077973	0.00455911304528023	comp2491_c0_seq1	0.20516008703761
comp1802_c0_seq1	DD_0	DD_0	0.00104584736215651	207769.5	31	0.0128030916440148	0.00585397037344904	NA	NA	NA	3.27792485657813	0.0285980727385763	comp2491_c0_seq1	0.315849097937754
comp18993_c0_seq1	TD	TD	5.43931771815199e-08	324332	44	0.0163839963186748	0.00594773628856611	NA	NA	NA	5.43634295856244	0.00165785928919282	comp20822_c0_seq1	0.0369984870370144
comp18993_c0_seq1	Fall_cold_injury_p	Fall_cold_injury_p	0.00149319657714353	280953	44	0.011055038477273	0.00704865948875669	NA	NA	NA	3.17602856605123	0.0310848616723656	comp20822_c0_seq1	0.559527510102581
comp18993_c0_seq1	MCMT	MCMT	6.34098192919286e-08	323806	44	0.0150731256421706	0.00593320282215071	NA	NA	NA	5.40893510290738	0.00207232411149105	comp20822_c0_seq1	0.0502624017267274
comp18993_c0_seq1	EMT	EMT	6.81337206163769e-05	296435	44	0.0112115268269125	0.00605362855735853	NA	NA	NA	3.98273659124449	0.0128484094912444	comp20822_c0_seq1	0.15765842244857
comp18993_c0_seq1	DD_0	DD_0	1.49129484150076e-08	328674	44	0.0165549369114885	0.00585397037344904	NA	NA	NA	5.66258803319034	0.00134701067246923	comp20822_c0_seq1	0.045393771321973
comp1945_c0_seq1	TD	TD	1.98947397621568e-08	219312	27	0.0246638834343733	0.00594773628856611	NA	NA	NA	5.61294736668754	0.00155424308361829	comp3348_c0_seq1	0.0369984870370144
comp1945_c0_seq1	EMT	EMT	7.00371741725416e-11	232946	27	0.0291440466988812	0.00605362855735853	NA	NA	NA	6.52061085939817	0.000518081027872763	comp3348_c0_seq1	0.0184358639153571
comp1945_c0_seq1	DD_0	DD_0	1.16694570933701e-09	226399	27	0.0190215721187247	0.00585397037344904	NA	NA	NA	6.08475396583968	0.000828929644596466	comp3348_c0_seq1	0.0444673678256079
comp1945_c0_seq1	MCMT	MCMT	8.30540123170078e-10	227214	27	0.0228642836035928	0.00593320282215071	NA	NA	NA	6.13901139187453	0.000725313439021824	comp3348_c0_seq1	0.0269262866393192
comp1974_c0_seq1	DD_0	DD_0	0.000134778829876379	269842	40	0.00797662353008307	0.00585397037344904	NA	NA	NA	3.81758584045443	0.0156460470417573	comp3671_c0_seq1	0.205278236815618
comp1974_c0_seq1	Winter_cold_injury_p	Winter_cold_injury_p	4.12098782016924e-05	275020	40	0.00662301115256285	0.00437958377741369	NA	NA	NA	4.10061696043772	0.00808206403481504	comp3671_c0_seq1	0.27976375505129
comp1974_c0_seq1	MCMT	MCMT	0.00247525251904703	255367	40	0.00709818389792376	0.00593320282215071	NA	NA	NA	3.02637775591249	0.0405139363796497	comp3671_c0_seq1	0.32870015097479
comp1974_c0_seq1	EMT	EMT	4.18472561274847e-05	274955	40	0.00914842299627783	0.00605362855735853	NA	NA	NA	4.09706403985083	0.0115013988187752	comp3671_c0_seq1	0.14617006390033
comp20001_c0_seq1	EMT	EMT	0.00029120426442292	140634.5	19	0.0161625108562441	0.00605362855735853	NA	NA	NA	3.62304107954082	0.0212413221427832	comp18112_c0_seq1	0.209964005702678
comp2053_c0_seq1	LAT	LAT	0.0011690500127971	276587.5	43	0.00951479190490863	0.00731660036362739	NA	NA	NA	3.24635207596846	0.0388560770904569	comp3722_c0_seq1	0.345995031450833
comp20970_c0_seq1	LAT	LAT	1.89427955357246e-09	703618	105	0.0132976036787258	0.00731660036362739	NA	NA	NA	6.00663923794609	0.00113977826132006	comp30108_c1_seq1	0.0456457825133021
comp21328_c0_seq1	Winter_cold_injury_p	Winter_cold_injury_p	0.000805668324799552	301474.5	47	0.00604916793705145	0.00437958377741369	NA	NA	NA	3.35086522347974	0.0230027976375505	comp22395_c0_seq1	0.431302455704072
comp21336_c0_seq1	Winter_cold_injury_p	Winter_cold_injury_p	0.00122976684284786	85962	11	0.0179462520750393	0.00437958377741369	NA	NA	NA	3.23193684951033	0.0273546782716817	comp19893_c0_seq1	0.455911304528028
comp22528_c0_seq1	TD	TD	0.00365261853171295	101420	14	0.0151215871768354	0.00594773628856611	NA	NA	NA	2.9067475097632	0.0468345249196974	comp19767_c0_seq1	0.295614174204841
comp22528_c0_seq1	Winter_cold_injury_p	Winter_cold_injury_p	0.00115812266403147	105120	14	0.00678011950255477	0.00437958377741369	NA	NA	NA	3.24904432027001	0.0266293648326599	comp19767_c0_seq1	0.455911304528028
comp2254_c0_seq1	DD_0	DD_0	0.000601939710018925	113388	15	0.0162699261844006	0.00585397037344904	NA	NA	NA	3.43078357092707	0.0239353434877215	comp2380_c0_seq1	0.272362627931832
comp2254_c0_seq1	EMT	EMT	0.000194250269884627	116696	15	0.0176756826358411	0.00605362855735853	NA	NA	NA	3.72642366816128	0.0183400683866957	comp2380_c0_seq1	0.187519072967631
comp2280_c0_seq1	EMT	EMT	0.00366705307649147	275761	44	0.00626991751138854	0.00605362855735853	NA	NA	NA	2.90549323038378	0.0469381411252719	comp2254_c0_seq1	0.31614092565964
comp22966_c0_seq1	MCMT	MCMT	0.00290826142954346	120469	17	0.0102803128471997	0.00593320282215071	NA	NA	NA	2.977313680439	0.0426898766967153	comp25172_c0_seq1	0.32870015097479
comp22966_c0_seq1	LAT	LAT	0.00088966295336543	124591	17	0.0150012205548419	0.00731660036362739	NA	NA	NA	3.32331968542278	0.0353331261009222	comp25172_c0_seq1	0.338374170370352
comp22966_c0_seq1	TD	TD	0.000111226255204345	131041	17	0.0139214161979814	0.00594773628856611	NA	NA	NA	3.86474101782097	0.01502434980831	comp25172_c0_seq1	0.143883005143949
comp23416_c1_seq1	DD_0	DD_0	8.99414945086401e-05	144328	19	0.0119669513720165	0.00585397037344904	NA	NA	NA	3.91627760513624	0.01388457154699	comp25660_c0_seq1	0.193103662131564
comp23416_c1_seq1	LAT	LAT	3.31832676948865e-06	153571	19	0.0312269379244107	0.00731660036362739	NA	NA	NA	4.65010330056833	0.00797844782924051	comp25660_c0_seq1	0.177692510498213
comp23416_c1_seq1	EMT	EMT	2.02324320951065e-05	148687	19	0.0119900670442848	0.00605362855735853	NA	NA	NA	4.26234989837312	0.0086001450626878	comp25660_c0_seq1	0.127514725414552
comp23591_c0_seq1	MCMT	MCMT	0.000389771223995638	206169	30	0.00827237904521295	0.00593320282215071	NA	NA	NA	3.54694596581037	0.0218630193762305	comp36700_c0_seq1	0.211421213612426
comp23591_c0_seq1	LAT	LAT	0.00133631959228374	200803	30	0.0134351599411907	0.00731660036362739	NA	NA	NA	3.20809513968673	0.0414464822298207	comp36700_c0_seq1	0.351121403948481
comp2487_c0_seq1	TD	TD	0.000143923062750836	298782	45	0.0173907278066752	0.00594773628856611	NA	NA	NA	3.80135301624711	0.0158532794529065	comp2939_c0_seq1	0.146760665246829
comp2487_c0_seq1	Winter_cold_injury_p	Winter_cold_injury_p	0.00240989875787619	283897	45	0.010342678372549	0.00437958377741369	NA	NA	NA	3.03445675907276	0.0355403585120713	comp2939_c0_seq1	0.512900217594031
comp2487_c0_seq1	MCMT	MCMT	9.27949217524401e-05	300866	45	0.0165931900701223	0.00593320282215071	NA	NA	NA	3.90872364439298	0.014091803958139	comp2939_c0_seq1	0.158191934005995
comp2487_c0_seq1	LAT	LAT	1.33363258589355e-05	309519	45	0.0164589581568257	0.00731660036362739	NA	NA	NA	4.35453844542286	0.0112941664076261	comp2939_c0_seq1	0.177692510498213
comp2487_c0_seq1	DD_0	DD_0	0.00215294378670079	284554	45	0.0142465056820845	0.00585397037344904	NA	NA	NA	3.06830632850262	0.0375090664179878	comp2939_c0_seq1	0.356016863653752
comp2692_c0_seq1	Winter_cold_injury_p	Winter_cold_injury_p	0.0004822403986675	94927.5	12	0.016901568477713	0.00437958377741369	NA	NA	NA	3.49048192363505	0.0195834628535902	comp2075_c0_seq1	0.41328736541668
comp27199_c0_seq1	Winter_cold_injury_p	Winter_cold_injury_p	0.0045423758113195	43324	5	0.0108951038598002	0.00437958377741369	NA	NA	NA	2.8378906339128	0.0433115739301627	comp43577_c0_seq1	0.520262421674329
comp27237_c0_seq1	LAT	LAT	0.000167004550477496	327035	50	0.0190539998898184	0.00731660036362739	NA	NA	NA	3.76434198235804	0.0212413221427832	comp17815_c0_seq1	0.246246984611238
comp27237_c0_seq1	Fall_cold_injury_p	Fall_cold_injury_p	0.00103784289587435	317125	50	0.0113926147228736	0.00704865948875669	NA	NA	NA	3.28008639664806	0.0274582944772562	comp17815_c0_seq1	0.520671433012123
comp27237_c0_seq1	TD	TD	0.00305359419812227	310622	50	0.0121153206752278	0.00594773628856611	NA	NA	NA	2.96231504711507	0.0435188063413118	comp17815_c0_seq1	0.287766010287898
comp27462_c0_seq1	LAT	LAT	4.44005222175209e-10	543624	77	0.0195619103458495	0.00731660036362739	NA	NA	NA	6.23773586367969	0.000828929644596466	comp24975_c0_seq1	0.0405740289007159
comp28930_c0_seq1	TD	TD	0.00168823854208709	134553.5	19	0.0102134736786606	0.00594773628856611	NA	NA	NA	3.14025474892062	0.0353331261009222	comp34926_c0_seq1	0.245320523770434
comp28930_c0_seq1	Winter_cold_injury_p	Winter_cold_injury_p	0.000316887031978077	140358.5	19	0.00966772859238017	0.00437958377741369	NA	NA	NA	3.60112872511702	0.0164749766863538	comp34926_c0_seq1	0.41328736541668
comp291_c0_seq1	EMT	EMT	0.000131580487882114	299212	45	0.032320639099805	0.00605362855735853	NA	NA	NA	3.82350722454976	0.0162677442752046	comp505_c0_seq1	0.18090191466944
comp291_c0_seq1	Fall_cold_injury_p	Fall_cold_injury_p	0.000558978227769107	291978	45	0.0112674798150431	0.00704865948875669	NA	NA	NA	3.45080131091864	0.0212413221427832	comp505_c0_seq1	0.50308394548697
comp291_c0_seq1	MCMT	MCMT	9.55027240217447e-05	300731	45	0.0319654777417622	0.00593320282215071	NA	NA	NA	3.90176825341425	0.014091803958139	comp505_c0_seq1	0.158191934005995
comp291_c0_seq1	TD	TD	3.19336814619012e-06	315409	45	0.0350441548308921	0.00594773628856611	NA	NA	NA	4.65799957775453	0.00486996166200393	comp505_c0_seq1	0.0711842235975327
comp291_c0_seq1	DD_0	DD_0	0.00355918518156894	281575	45	0.0272742177585236	0.00585397037344904	NA	NA	NA	2.91482403423844	0.0456947466583774	comp505_c0_seq1	0.370048920016805
comp2976_c0_seq1	LAT	LAT	1.06530470387396e-05	232027.5	32	0.0152104516150575	0.00731660036362739	NA	NA	NA	4.40350576110408	0.0110869339964771	comp2195_c0_seq1	0.177692510498213
comp3065_c0_seq1	LAT	LAT	5.73308864052589e-14	390649	48	0.0214381959836578	0.00731660036362739	NA	NA	NA	7.51406304204595	0.00010361620557453	comp2251_c0_seq1	0.0114114456283232
comp30980_c1_seq1	MCMT	MCMT	0.000185735061417076	203192	29	0.0112703553151082	0.00593320282215071	NA	NA	NA	3.73770000624443	0.0176147549476738	comp45119_c0_seq1	0.184948231461985
comp30980_c1_seq1	LAT	LAT	0.000149125803511504	204046	29	0.0114362471646525	0.00731660036362739	NA	NA	NA	3.79255283490357	0.0206196249093358	comp45119_c0_seq1	0.245500289733708
comp30980_c1_seq1	DD_0	DD_0	4.57074689865456e-06	216362	29	0.0124631375787767	0.00585397037344904	NA	NA	NA	4.58361540840004	0.00538804268987669	comp45119_c0_seq1	0.119015602121473
comp30980_c1_seq1	EMT	EMT	0.000514109476262059	199076	29	0.00927975219654762	0.00605362855735853	NA	NA	NA	3.47332735664136	0.0258004351880634	comp45119_c0_seq1	0.235411800765328
comp32742_c0_seq1	Winter_cold_injury_p	Winter_cold_injury_p	3.47555356879157e-09	529238	76	0.0094660132498204	0.00437958377741369	NA	NA	NA	5.90741685580717	0.000621697233447294	comp22930_c1_seq1	0.0932545850170941
comp32742_c0_seq1	MCMT	MCMT	9.2708992149674e-12	552227	76	0.00961887048602071	0.00593320282215071	NA	NA	NA	6.81741032997696	0.000310848616723702	comp22930_c1_seq1	0.0153864495081842
comp32742_c0_seq1	TD	TD	1.5762880395743e-05	489079	76	0.00761550755561285	0.00594773628856611	NA	NA	NA	4.31776841832905	0.00818568024038957	comp22930_c1_seq1	0.0947229783864329
comp32742_c0_seq1	EMT	EMT	1.47665068185862e-12	558777	76	0.0100309965006566	0.00605362855735853	NA	NA	NA	7.07668464620699	0.000207232411149061	comp22930_c1_seq1	0.0105347793802018
comp32742_c0_seq1	LAT	LAT	3.15382148809596e-05	485146	76	0.00958840549679283	0.00731660036362739	NA	NA	NA	4.16208507699581	0.0135737229302663	comp22930_c1_seq1	0.201948007483096
comp32742_c0_seq1	DD_0	DD_0	4.59859458527154e-13	562819	76	0.0104967837714654	0.00585397037344904	NA	NA	NA	7.23668262883322	0.000207232411149061	comp22930_c1_seq1	0.0129696489491322
comp33194_c0_seq1	DD_0	DD_0	2.19068705899669e-07	212845	27	0.00957060027832751	0.00585397037344904	NA	NA	NA	5.18241635543922	0.00279763755051288	comp50742_c0_seq1	0.0700361043253276
comp33194_c0_seq1	EMT	EMT	5.91411271220322e-10	228021	27	0.0134518247214322	0.00605362855735853	NA	NA	NA	6.19273622967836	0.000621697233447294	comp50742_c0_seq1	0.0201118515440253
comp33194_c0_seq1	TD	TD	7.67610361373813e-08	215732	27	0.00981892325423317	0.00594773628856611	NA	NA	NA	5.37461413330746	0.00186509170034188	comp50742_c0_seq1	0.0369984870370144
comp33194_c0_seq1	MCMT	MCMT	5.16329253552163e-07	210408	27	0.00880367450109911	0.00593320282215071	NA	NA	NA	5.02017666556569	0.00373018340068387	comp50742_c0_seq1	0.0760271622757225
comp3411_c0_seq1	LAT	LAT	9.75686196773332e-05	312300.5	47	0.0156339400765682	0.00731660036362739	NA	NA	NA	3.8965852651407	0.0181328359755466	comp3786_c0_seq1	0.228228912566513
comp34594_c0_seq1	DD_0	DD_0	0.00220230588635525	37680.5	4	0.0402540793314363	0.00585397037344904	NA	NA	NA	3.06158712919054	0.037923531240286	comp62477_c0_seq1	0.356016863653752
comp34594_c0_seq1	EMT	EMT	0.00129148296020074	38583.5	4	0.0484222534520203	0.00605362855735853	NA	NA	NA	3.21795223072382	0.0331571857838566	comp62477_c0_seq1	0.274394253623918
comp34594_c0_seq1	MCMT	MCMT	0.00369743156600101	36764.5	4	0.0336678250207065	0.00593320282215071	NA	NA	NA	2.90297092431293	0.0457983628639519	comp62477_c0_seq1	0.337628899136985
comp3500_c1_seq1	LAT	LAT	0.000991717857365174	130368	18	0.0115307304100382	0.00731660036362739	NA	NA	NA	3.29290662111315	0.0362656719510932	comp1783_c1_seq1	0.339915401694807
comp35710_c0_seq1	DD_0	DD_0	2.15974094898868e-08	251577.5	32	0.0136267246857762	0.00585397037344904	NA	NA	NA	5.59872338811578	0.00145062687804376	comp26059_c1_seq1	0.045393771321973
comp35710_c0_seq1	LAT	LAT	4.48069200114198e-06	235041.5	32	0.0165905928875837	0.00731660036362739	NA	NA	NA	4.58777102595386	0.00891099367941151	comp26059_c1_seq1	0.177692510498213
comp35710_c0_seq1	TD	TD	2.49717782895957e-11	269158.5	32	0.0165465870120588	0.00594773628856611	NA	NA	NA	6.67356334210517	0.000725313439021824	comp26059_c1_seq1	0.0287766010287883
comp35710_c0_seq1	MCMT	MCMT	3.83021291106292e-11	268127.5	32	0.0184730240955	0.00593320282215071	NA	NA	NA	6.61053166059882	0.000310848616723702	comp26059_c1_seq1	0.0153864495081842
comp35710_c0_seq1	EMT	EMT	1.18330569483835e-10	265362.5	32	0.017836153442933	0.00605362855735853	NA	NA	NA	6.44148937217492	0.000518081027872763	comp26059_c1_seq1	0.0184358639153571
comp364_c0_seq1	Fall_cold_injury_p	Fall_cold_injury_p	1.59366465324684e-06	413537.5	61	0.0164863167202111	0.00704865948875669	NA	NA	NA	4.79913937835596	0.00300486996166205	comp172_c0_seq1	0.160605118640556
comp3686_c0_seq1	TD	TD	0.000686560497581019	106697	14	0.0281759199766311	0.00594773628856611	NA	NA	NA	3.3949367716671	0.0253859703657652	comp2270_c0_seq1	0.195840757001486
comp3746_c0_seq1	EMT	EMT	0.0010212447760671	407289	66	0.00610058622822747	0.00605362855735853	NA	NA	NA	3.2846288958684	0.0304631644389183	comp10499_c0_seq1	0.261613687941732
comp3750_c0_seq1	MCMT	MCMT	0.002879723928715	70823.5	9	0.00959628026976405	0.00593320282215071	NA	NA	NA	2.98035113207536	0.0426898766967153	comp4372_c0_seq1	0.32870015097479
comp38557_c0_seq1	TD	TD	0.000471328523354967	163466	23	0.00998065901666096	0.00594773628856611	NA	NA	NA	3.49657907302572	0.0233136462542741	comp39368_c0_seq1	0.190433389161109
comp3879_c0_seq1	DD_0	DD_0	2.0052514996863e-17	464003	56	0.0240916669400222	0.00585397037344904	NA	NA	NA	8.49351167895188	0	comp4276_c0_seq1	0.00957641145629657
comp3879_c0_seq1	Winter_cold_injury_p	Winter_cold_injury_p	0.000357976183343701	357325	56	0.00634015076382787	0.00437958377741369	NA	NA	NA	3.56929392768028	0.0172002901253756	comp4276_c0_seq1	0.41328736541668
comp3879_c0_seq1	Fall_cold_injury_p	Fall_cold_injury_p	4.64290625416224e-13	436747	56	0.016580766413922	0.00704865948875669	NA	NA	NA	7.23538461405885	0	comp4276_c0_seq1	0.0459043150056105
comp3879_c0_seq1	TD	TD	1.48999118064043e-20	481339	56	0.0246552982818964	0.00594773628856611	NA	NA	NA	9.29373514523401	0	comp4276_c0_seq1	0.00719415025719594
comp3879_c0_seq1	MCMT	MCMT	9.27998254050408e-20	477079	56	0.0260509449245396	0.00593320282215071	NA	NA	NA	9.09709509179828	0	comp4276_c0_seq1	0.00718034310381672
comp3879_c0_seq1	EMT	EMT	1.40347324745423e-19	476103	56	0.0254721214424565	0.00605362855735853	NA	NA	NA	9.05204328612849	0	comp4276_c0_seq1	0.00737434556614124
comp3887_c0_seq1	Winter_cold_injury_p	Winter_cold_injury_p	1.08534022677826e-05	268441.5	38	0.00919221624374585	0.00437958377741369	NA	NA	NA	4.39946115530273	0.0056988913066004	comp1418_c0_seq1	0.21759403170656
comp3887_c0_seq1	LAT	LAT	0.00224011855977919	244495.5	38	0.0111090683467887	0.00731660036362739	NA	NA	NA	3.05642848987844	0.0486996166200394	comp1418_c0_seq1	0.390063959659131
comp39565_c0_seq1	EMT	EMT	3.17868649255761e-05	128080	16	0.0114468592728734	0.00605362855735853	NA	NA	NA	4.16031537496467	0.0101543881463061	comp36494_c0_seq1	0.13897805105423
comp39565_c0_seq1	DD_0	DD_0	5.9404739881583e-05	126403	16	0.0124328593945026	0.00585397037344904	NA	NA	NA	4.01520620516817	0.0121230960522226	comp36494_c0_seq1	0.175090260813321
comp39565_c0_seq1	MCMT	MCMT	3.57495628375481e-05	127769	16	0.0114745370893122	0.00593320282215071	NA	NA	NA	4.13340484914075	0.0107760853797534	comp36494_c0_seq1	0.147749367713184
comp39565_c0_seq1	TD	TD	0.00160891492569953	116454	16	0.00636954736770218	0.00594773628856611	NA	NA	NA	3.15432896586859	0.0346078126619003	comp36494_c0_seq1	0.245320523770434
comp40559_c0_seq1	LAT	LAT	3.56101731739569e-12	197089	21	0.0271440260090119	0.00731660036362739	NA	NA	NA	6.95362928110456	0.000310848616723702	comp48320_c0_seq1	0.0195624782199897
comp40559_c0_seq1	Winter_cold_injury_p	Winter_cold_injury_p	1.04984864551412e-05	163359	21	0.00658218694207075	0.00437958377741369	NA	NA	NA	4.40668105002748	0.0056988913066004	comp48320_c0_seq1	0.21759403170656
comp40559_c0_seq1	Fall_cold_injury_p	Fall_cold_injury_p	7.30453178267226e-08	176296	21	0.0135737356648762	0.00704865948875669	NA	NA	NA	5.38355235940916	0.00145062687804376	comp48320_c0_seq1	0.126559793951776
comp40827_c0_seq1	DD_0	DD_0	0.000144220407829746	136595	18	0.0126284566116039	0.00585397037344904	NA	NA	NA	3.80085671845935	0.0158532794529065	comp45671_c0_seq1	0.205278236815618
comp40827_c0_seq1	EMT	EMT	1.91141465549839e-05	142408	18	0.020175982255202	0.00605362855735853	NA	NA	NA	4.27503592447725	0.0082892964459641	comp45671_c0_seq1	0.127514725414552
comp40827_c0_seq1	TD	TD	0.000229598148023994	135163	18	0.0159026634382367	0.00594773628856611	NA	NA	NA	3.68404532623199	0.0183400683866957	comp45671_c0_seq1	0.159170574440494
comp40827_c0_seq1	MCMT	MCMT	7.93006360402655e-05	138381	18	0.0141983450616599	0.00593320282215071	NA	NA	NA	3.94654466993844	0.0130556419023935	comp45671_c0_seq1	0.158191934005995
comp4139_c0_seq1	TD	TD	1.28130321249083e-06	306871.5	43	0.0101185583223679	0.00594773628856611	NA	NA	NA	4.84265857109537	0.00455911304528023	comp5419_c0_seq1	0.0711842235975327
comp4139_c0_seq1	DD_0	DD_0	0.00197905392222362	273685.5	43	0.00829089991528944	0.00585397037344904	NA	NA	NA	3.09338412428248	0.0356439747176458	comp5419_c0_seq1	0.356016863653752
comp4139_c0_seq1	MCMT	MCMT	1.38251641213562e-05	297461.5	43	0.00988794548520357	0.00593320282215071	NA	NA	NA	4.34664601928108	0.00766759921251681	comp5419_c0_seq1	0.126510807067273
comp4139_c0_seq1	LAT	LAT	7.94265012330238e-08	316846.5	43	0.0143800618689794	0.00731660036362739	NA	NA	NA	5.36845296050533	0.00331571857838564	comp5419_c0_seq1	0.110854043246593
comp4505_c0_seq1	LAT	LAT	0.000372085266054286	139830	19	0.0204857107551067	0.00731660036362739	NA	NA	NA	3.55916974209896	0.0267329810382344	comp3048_c0_seq1	0.273874695079815
comp4505_c0_seq1	Winter_cold_injury_p	Winter_cold_injury_p	0.000407660836187972	139527	19	0.0118288476104261	0.00437958377741369	NA	NA	NA	3.53511378778587	0.0183400683866957	comp3048_c0_seq1	0.41328736541668
comp4611_c0_seq1	TD	TD	7.59874194541627e-17	380007	44	0.0297266280573428	0.00594773628856611	NA	NA	NA	8.33735505665281	0.00010361620557453	comp4946_c1_seq1	0.00719415025719594
comp4611_c0_seq1	Winter_cold_injury_p	Winter_cold_injury_p	1.72089407015705e-12	355405	44	0.0119473049554519	0.00437958377741369	NA	NA	NA	7.05543858359993	0.00010361620557453	comp4946_c1_seq1	0.0233136462542693
comp4611_c0_seq1	EMT	EMT	1.65082971365831e-17	383437	44	0.0340335988084182	0.00605362855735853	NA	NA	NA	8.51607928649475	0	comp4946_c1_seq1	0.00737434556614124
comp4611_c0_seq1	LAT	LAT	9.43555333683023e-20	394553	44	0.0451734341700288	0.00731660036362739	NA	NA	NA	9.09529168851311	0	comp4946_c1_seq1	0.0114114456283232
comp4611_c0_seq1	DD_0	DD_0	6.06797645588416e-18	385648	44	0.0319728563126914	0.00585397037344904	NA	NA	NA	8.63128607138703	0	comp4946_c1_seq1	0.00957641145629657
comp4611_c0_seq1	MCMT	MCMT	1.02428589570013e-17	384495	44	0.0382046712892375	0.00593320282215071	NA	NA	NA	8.57120763494162	0	comp4946_c1_seq1	0.00718034310381672
comp468_c1_seq1	LAT	LAT	4.3436109644798e-05	140120.5	18	0.0207697530852261	0.00731660036362739	NA	NA	NA	4.0884395140582	0.0149207336027355	comp1216_c0_seq1	0.201948007483096
comp4715_c0_seq1	LAT	LAT	4.39763693435941e-05	190219	26	0.0139512666192315	0.00731660036362739	NA	NA	NA	4.0855636501738	0.01502434980831	comp2980_c0_seq1	0.201948007483096
comp4833_c0_seq1	EMT	EMT	0.000150515800044602	520705.5	84	0.0102379956230776	0.00605362855735853	NA	NA	NA	3.79023570775972	0.0170966739198011	comp9596_c0_seq1	0.18435863915357
comp506_c0_seq1	DD_0	DD_0	2.53398645823543e-08	225221	28	0.0189773867528668	0.00585397037344904	NA	NA	NA	5.57095201470592	0.00145062687804376	comp424_c0_seq1	0.045393771321973
comp506_c0_seq1	TD	TD	1.4317945448009e-11	243329	28	0.0246384836857145	0.00594773628856611	NA	NA	NA	6.75468371325786	0.000621697233447294	comp424_c0_seq1	0.0287766010287883
comp506_c0_seq1	Winter_cold_injury_p	Winter_cold_injury_p	0.000244162271966105	196116	28	0.00811554872348136	0.00437958377741369	NA	NA	NA	3.66833929732387	0.0149207336027355	comp424_c0_seq1	0.41328736541668
comp506_c0_seq1	EMT	EMT	1.78587507681821e-12	247851	28	0.0238295369999685	0.00605362855735853	NA	NA	NA	7.05028978465459	0.000207232411149061	comp424_c0_seq1	0.0105347793802018
comp506_c0_seq1	MCMT	MCMT	3.18760633418981e-09	230586	28	0.020110370619872	0.00593320282215071	NA	NA	NA	5.9216655425793	0.000932545850170996	comp424_c0_seq1	0.0269262866393192
comp51056_c0_seq1	LAT	LAT	1.09948066835369e-07	141361	16	0.0309661935215439	0.00731660036362739	NA	NA	NA	5.30950731537452	0.00352295098953481	comp74471_c0_seq1	0.110854043246593
comp51056_c0_seq1	Fall_cold_injury_p	Fall_cold_injury_p	0.00259727252647067	114807	16	0.0128991227684835	0.00704865948875669	NA	NA	NA	3.01181566673035	0.0378199150347114	comp74471_c0_seq1	0.63033191724519
comp5203_c0_seq1	Fall_cold_injury_p	Fall_cold_injury_p	2.49089611902124e-05	283086.5	41	0.0109373780823682	0.00704865948875669	NA	NA	NA	4.21564996675602	0.00725313439021869	comp3964_c1_seq1	0.271992539633201
comp52069_c0_seq1	DD_0	DD_0	3.40612286326283e-08	129659	14	0.0605890989755447	0.00585397037344904	NA	NA	NA	5.51921227514204	0.00165785928919282	comp16175_c0_seq1	0.0478879345814207
comp52069_c0_seq1	TD	TD	9.13755036203262e-09	132111	14	0.0579408217880931	0.00594773628856611	NA	NA	NA	5.74605329659142	0.00155424308361829	comp16175_c0_seq1	0.0369984870370144
comp52069_c0_seq1	MCMT	MCMT	7.38607558808502e-09	132499	14	0.056609685278573	0.00593320282215071	NA	NA	NA	5.78194820536889	0.00124339446689459	comp16175_c0_seq1	0.0331400450945448
comp52069_c0_seq1	EMT	EMT	4.68370123639668e-08	129051	14	0.0594932722906018	0.00605362855735853	NA	NA	NA	5.46296458303714	0.00176147549476735	comp16175_c0_seq1	0.0417879582081418
comp5588_c0_seq1	LAT	LAT	7.82402649841083e-06	498670	77	0.0143608483932955	0.00731660036362739	NA	NA	NA	4.46996315579276	0.00973992332400786	comp5433_c1_seq1	0.177692510498213
comp5680_c0_seq1	DD_0	DD_0	0.000478458721758917	157344	22	0.0105263608077657	0.00585397037344904	NA	NA	NA	3.49257197839132	0.0215521707595068	comp6348_c0_seq1	0.25290815450813
comp5680_c0_seq1	TD	TD	0.000992331622589239	154635	22	0.0143641254099993	0.00594773628856611	NA	NA	NA	3.29272875666392	0.0288053051497255	comp6348_c0_seq1	0.210523554894832
comp5680_c0_seq1	EMT	EMT	2.98298987819552e-05	166592	22	0.0133017356664427	0.00605362855735853	NA	NA	NA	4.17479793429202	0.00973992332400786	comp6348_c0_seq1	0.138637696643484
comp5680_c0_seq1	MCMT	MCMT	0.0034134219818174	149689	22	0.0104375838407589	0.00593320282215071	NA	NA	NA	2.92786180403796	0.0447622008082064	comp6348_c0_seq1	0.337163937048856
comp578_c2_seq1	Winter_cold_injury_p	Winter_cold_injury_p	0.000545070772070911	119959	16	0.0115099639998048	0.00437958377741369	NA	NA	NA	3.45761318777482	0.0202051600870377	comp10184_c0_seq1	0.41328736541668
comp59439_c1_seq1	LAT	LAT	8.79480240312717e-06	269251.5	38	0.0167233559344359	0.00731660036362739	NA	NA	NA	4.44489072429102	0.0101543881463061	comp22375_c0_seq1	0.177692510498213
