contig2	numOutSnps	prop	NumTempOut	NumPrecipOut	Annotation	numTotSnps
comp3033_c0	1	0.04	0	0	"protein_coding Alba DNA/RNA-binding protein Alba DNA/RNA-binding protein; FUNCTIONS IN: nucleic acid binding; INVOLVED IN: biological_process unknown; LOCATED IN: cellular_component unknown; EXPRESSED IN: 25 plant structures; EXPRESSED DURING: 15 growth stages; CONTAINS InterPro DOMAIN/s: Alba, DNA/RNA-binding protein (InterPro:IPR002775); BEST Arabidopsis thaliana protein match is: Alba DNA/RNA-binding protein (TAIR:AT1G20220.1); Has 82924 Blast hits to 30623 proteins in 1819 species: Archae - 80; Bacteria - 18988; Metazoa - 40987; Fungi - 4955; Plants - 6789; Viruses - 861; Other Eukaryotes - 10264 (source: NCBI BLink)."	25
comp30586_c0	1	0.03030303	0	0	NA	33
comp3065_c0	1	0.020408163	0	0	NA	49
comp31759_c0	1	0.020833333	0	0	NA	48
comp332_c0	1	0.00862069	0	0	"protein_coding ADP glucose pyrophosphorylase large subunit 1 Encodes the large subunit of ADP-glucose pyrophosphorylase which catalyzes the first, rate limiting step in starch biosynthesis. The large subunit plays a regulatory role whereas the small subunit (ApS) is the catalytic isoform. Four isoforms (ApL1-4) have been identified. ApL1 is the major large subunit isoform present in leaves. Mutational analysis of APS1 suggests that APL1 and APL2 can compensate for loss of APS1 catalytic activity,suggesting both have catalytic as well as regulatory functions. ADP glucose pyrophosphorylase large subunit 1 (APL1); FUNCTIONS IN: glucose-1-phosphate adenylyltransferase activity; INVOLVED IN: cellulose biosynthetic process, biosynthetic process, glycogen biosynthetic process; LOCATED IN: chloroplast, chloroplast stroma, chloroplast envelope; EXPRESSED IN: 26 plant structures; EXPRESSED DURING: 14 growth stages; CONTAINS InterPro DOMAIN/s: Glucose-1-phosphate adenylyltransferase (InterPro:IPR011831), ADP-glucose pyrophosphorylase, conserved site (InterPro:IPR005836), Nucleotidyl transferase (InterPro:IPR005835); BEST Arabidopsis thaliana protein match is: ADPGLC-PPase large subunit (TAIR:AT1G27680.1); Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Other Eukaryotes - 339 (source: NCBI BLink)."	116
comp3324_c0	1	0.016393443	0	0	"protein_coding RNA-binding (RRM/RBD/RNP motifs) family protein RNA-binding (RRM/RBD/RNP motifs) family protein; FUNCTIONS IN: RNA binding, nucleotide binding, nucleic acid binding; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 12 growth stages; CONTAINS InterPro DOMAIN/s: RNA recognition motif, RNP-1 (InterPro:IPR000504), Nucleotide-binding, alpha-beta plait (InterPro:IPR012677); BEST Arabidopsis thaliana protein match is: RNA-binding (RRM/RBD/RNP motifs) family protein (TAIR:AT4G00830.2); Has 31429 Blast hits to 23398 proteins in 2969 species: Archae - 812; Bacteria - 21040; Metazoa - 874; Fungi - 1027; Plants - 329; Viruses - 0; Other Eukaryotes - 7347 (source: NCBI BLink)."	61
comp3733_c0	1	0.011764706	0	0	NA	85
comp37445_c0	1	0.034482759	0	0	NA	29
comp3879_c0	1	0.017857143	0	0	"protein_coding serine carboxypeptidase-like 35 serine carboxypeptidase-like 35 (scpl35); FUNCTIONS IN: serine-type carboxypeptidase activity; INVOLVED IN: proteolysis; LOCATED IN: endomembrane system; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Peptidase S10, serine carboxypeptidase (InterPro:IPR001563), Peptidase S10, serine carboxypeptidase, active site (InterPro:IPR018202); BEST Arabidopsis thaliana protein match is: serine carboxypeptidase-like 34 (TAIR:AT5G23210.1); Has 3632 Blast hits to 3579 proteins in 366 species: Archae - 0; Bacteria - 189; Metazoa - 629; Fungi - 858; Plants - 1539; Viruses - 0; Other Eukaryotes - 417 (source: NCBI BLink)."	56
comp426_c0	2	0.058823529	0	0	"protein_coding RNA-binding KH domain-containing protein encodes a K homology (KH) domain-containing, putative RNA binding protein that interacts with HUA1, a CCCH zinc finger RNA binding protein in the nucleus. HEN4 acts redundantly with HUA1 and HUA2 in the specification of floral organ identity in the third whorl. HUA ENHANCER 4 (HEN4); CONTAINS InterPro DOMAIN/s: K Homology (InterPro:IPR004087), K Homology, type 1, subgroup (InterPro:IPR018111), K Homology, type 1 (InterPro:IPR004088); BEST Arabidopsis thaliana protein match is: RNA-binding KH domain-containing protein (TAIR:AT5G09560.1)."	34
comp4328_c0	1	0.025	0	0	"protein_coding Zinc finger C-x8-C-x5-C-x3-H type family protein Zinc finger C-x8-C-x5-C-x3-H type family protein; FUNCTIONS IN: zinc ion binding, nucleic acid binding; INVOLVED IN: biological_process unknown; LOCATED IN: cellular_component unknown; CONTAINS InterPro DOMAIN/s: Zinc finger, CCCH-type (InterPro:IPR000571); BEST Arabidopsis thaliana protein match is: Zinc finger C-x8-C-x5-C-x3-H type family protein (TAIR:AT5G63260.2); Has 35333 Blast hits to 34131 proteins in 2444 species: Archae - 798; Bacteria - 22429; Metazoa - 974; Fungi - 991; Plants - 531; Viruses - 0; Other Eukaryotes - 9610 (source: NCBI BLink)."	40
comp45093_c0	1	0.012195122	0	0	protein_coding Pentatricopeptide repeat (PPR-like) superfamily protein Pentatricopeptide repeat (PPR-like) superfamily protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: membrane; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Pentatricopeptide repeat (InterPro:IPR002885); BEST Arabidopsis thaliana protein match is: Pentatricopeptide repeat (PPR-like) superfamily protein (TAIR:AT3G04760.1); Has 67710 Blast hits to 15322 proteins in 310 species: Archae - 4; Bacteria - 73; Metazoa - 1094; Fungi - 1217; Plants - 62670; Viruses - 0; Other Eukaryotes - 2652 (source: NCBI BLink).	82
comp4626_c0	1	0.04	0	0	NA	25
comp4836_c0	1	0.027027027	0	0	"protein_coding Ubiquitin-associated/translation elongation factor EF1B protein Ubiquitin-associated/translation elongation factor EF1B protein; CONTAINS InterPro DOMAIN/s: Ubiquitin-associated/translation elongation factor EF1B, N-terminal, eukaryote (InterPro:IPR015940); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink)."	37
comp50550_c0	1	0.007142857	0	0	"protein_coding DNAse I-like superfamily protein DNAse I-like superfamily protein; CONTAINS InterPro DOMAIN/s: Endonuclease/exonuclease/phosphatase (InterPro:IPR005135), RNA-directed DNA polymerase (reverse transcriptase), related (InterPro:IPR015706); BEST Arabidopsis thaliana protein match is: DNAse I-like superfamily protein (TAIR:AT1G40390.1); Has 1816 Blast hits to 1744 proteins in 56 species: Archae - 0; Bacteria - 6; Metazoa - 164; Fungi - 4; Plants - 1633; Viruses - 0; Other Eukaryotes - 9 (source: NCBI BLink)."	140
comp50758_c0	3	0.096774194	0	0	NA	31
comp54619_c0	1	0.021276596	0	0	NA	47
comp563_c0	1	0.022727273	0	0	"protein_coding magnesium-chelatase subunit chlH, chloroplast, putative / Mg-protoporphyrin IX chelatase, putative (CHLH) Encodes magnesium chelatase involved in plastid-to-nucleus signal transduction. GENOMES UNCOUPLED 5 (GUN5); FUNCTIONS IN: magnesium chelatase activity; INVOLVED IN: chlorophyll biosynthetic process, biosynthetic process; LOCATED IN: mitochondrion, magnesium chelatase complex, chloroplast, chloroplast inner membrane; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: CobN/magnesium chelatase (InterPro:IPR003672), Magnesium-chelatase, subunit H (InterPro:IPR011771); Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Other Eukaryotes - 339 (source: NCBI BLink)."	44
comp5739_c0	1	0.020408163	0	0	"protein_coding arogenate dehydratase 6 Encodes a plastid-localized arogenate dehydratase involved in phenylalanine biosynthesis. Although this enzyme has sequence similarity to prephenate dehydratases, it is 98 times more active with arogenate than prephenate in enzymatic assays. arogenate dehydratase 6 (ADT6); FUNCTIONS IN: arogenate dehydratase activity, prephenate dehydratase activity; INVOLVED IN: L-phenylalanine biosynthetic process; LOCATED IN: chloroplast; EXPRESSED IN: 21 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Prephenate dehydratase (InterPro:IPR001086), Prephenate dehydratase, conserved site (InterPro:IPR018528); BEST Arabidopsis thaliana protein match is: prephenate dehydratase 1 (TAIR:AT2G27820.1); Has 7065 Blast hits to 7063 proteins in 2215 species: Archae - 179; Bacteria - 3948; Metazoa - 2; Fungi - 121; Plants - 264; Viruses - 0; Other Eukaryotes - 2551 (source: NCBI BLink)."	49
comp5776_c0	3	0.111111111	0	0	"protein_coding xanthine dehydrogenase 1 Encodes a xanthine dehydrogenase, involved in purine catabolism. Ubiquitously expressed, but the transcript level is altered during aging, senescence, salt and cold stress, ABA treatment, and dark treatment. RNAi lines that suppress both XDH1 and XDH2 produce small plants with reduced fertility and accelerated leaf senescence. Role in drought tolerance. xanthine dehydrogenase 1 (XDH1); CONTAINS InterPro DOMAIN/s: Aldehyde oxidase/xanthine dehydrogenase (InterPro:IPR016208), Ferredoxin (InterPro:IPR001041), Molybdopterin dehydrogenase, FAD-binding (InterPro:IPR002346), [2Fe-2S]-binding (InterPro:IPR002888), FAD-binding, type 2, subdomain 1 (InterPro:IPR016167), FAD-binding, type 2 (InterPro:IPR016166), CO dehydrogenase flavoprotein, C-terminal (InterPro:IPR005107), 2Fe-2S ferredoxin, iron-sulphur binding site (InterPro:IPR006058), CO dehydrogenase flavoprotein-like, FAD-binding, subdomain 2 (InterPro:IPR016169), Aldehyde oxidase/xanthine dehydrogenase, a/b hammerhead (InterPro:IPR000674), Aldehyde oxidase/xanthine dehydrogenase, molybdopterin binding (InterPro:IPR008274); BEST Arabidopsis thaliana protein match is: xanthine dehydrogenase 2 (TAIR:AT4G34900.1); Has 21952 Blast hits to 20911 proteins in 1336 species: Archae - 451; Bacteria - 13165; Metazoa - 1072; Fungi - 101; Plants - 265; Viruses - 0; Other Eukaryotes - 6898 (source: NCBI BLink)."	27
comp6201_c0	1	0.041666667	0	0	"protein_coding dehydration-induced protein (ERD15) Encodes hydrophilic protein lacking Cys residues that is expressed in response to drought stress, light stress and treatment with plant-growth-promoting rhizobacteria (Paenibacillus polymyxa), possibly revealing a connection between responses to biotic and abiotic stress. Also identified as a CTC Interacting Domain (CID) protein in a yeast two hybrid screen using the PAB2 protein as bait. Contains PAM2 like domain which mediates interaction with PABC domain in PAB2. EARLY RESPONSIVE TO DEHYDRATION 15 (ERD15); BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT4G14270.2); Has 169 Blast hits to 169 proteins in 23 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 169; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink)."	24
comp6384_c1	2	0.068965517	0	0	NA	29
comp6405_c0	1	0.076923077	0	0	NA	13
comp6497_c0	1	0.03030303	0	0	"protein_coding B-cell receptor-associated protein 31-like B-cell receptor-associated protein 31-like ; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: intracellular protein transport; LOCATED IN: endomembrane system, integral to membrane, endoplasmic reticulum; CONTAINS InterPro DOMAIN/s: B-cell receptor-associated 31-like (InterPro:IPR008417); BEST Arabidopsis thaliana protein match is: B-cell receptor-associated protein 31-like (TAIR:AT3G07190.1); Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Other Eukaryotes - 339 (source: NCBI BLink)."	33
comp67337_c0	1	0.02173913	0	0	"protein_coding Ribonuclease H-like superfamily protein Ribonuclease H-like superfamily protein; FUNCTIONS IN: RNA binding, RNA-directed DNA polymerase activity, nucleic acid binding; INVOLVED IN: RNA-dependent DNA replication; LOCATED IN: endomembrane system; CONTAINS InterPro DOMAIN/s: Polynucleotidyl transferase, ribonuclease H fold (InterPro:IPR012337), RNA-directed DNA polymerase (reverse transcriptase), related (InterPro:IPR015706); BEST Arabidopsis thaliana protein match is: Polynucleotidyl transferase, ribonuclease H-like superfamily protein (TAIR:AT2G34320.1); Has 2218 Blast hits to 2138 proteins in 33 species: Archae - 2; Bacteria - 6; Metazoa - 6; Fungi - 0; Plants - 2203; Viruses - 0; Other Eukaryotes - 1 (source: NCBI BLink)."	46
comp67944_c0	1	0.076923077	0	0	NA	13
comp6935_c0	1	0.017241379	0	0	"protein_coding RING/U-box superfamily protein with ARM repeat domain RING/U-box superfamily protein with ARM repeat domain; FUNCTIONS IN: ubiquitin-protein ligase activity, binding; INVOLVED IN: protein ubiquitination; LOCATED IN: ubiquitin ligase complex; EXPRESSED IN: male gametophyte, cultured cell, pollen tube; EXPRESSED DURING: L mature pollen stage, M germinated pollen stage; CONTAINS InterPro DOMAIN/s: U box domain (InterPro:IPR003613), Armadillo-like helical (InterPro:IPR011989), Armadillo (InterPro:IPR000225), Armadillo-type fold (InterPro:IPR016024); BEST Arabidopsis thaliana protein match is: ARM repeat superfamily protein (TAIR:AT5G67340.1); Has 11466 Blast hits to 5570 proteins in 449 species: Archae - 8; Bacteria - 346; Metazoa - 2626; Fungi - 852; Plants - 4850; Viruses - 10; Other Eukaryotes - 2774 (source: NCBI BLink)."	58
comp71320_c0	1	0.027777778	0	0	NA	36
comp7287_c0	1	0.037037037	0	0	protein_coding Mitochondrial transcription termination factor family protein Mitochondrial transcription termination factor family protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: mitochondrion; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Mitochodrial transcription termination factor-related (InterPro:IPR003690); BEST Arabidopsis thaliana protein match is: Mitochondrial transcription termination factor family protein (TAIR:AT5G07900.1); Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Other Eukaryotes - 339 (source: NCBI BLink).	27
comp7699_c0	1	0.015151515	0	0	"protein_coding nuclear poly(a) polymerase Encodes a nuclear poly(A) polymerase. Located in the nucleus. nuclear poly(a) polymerase (nPAP); CONTAINS InterPro DOMAIN/s: Poly(A) polymerase (InterPro:IPR014492), Nucleotidyltransferase, class I, C-terminal-like (InterPro:IPR011068), Poly(A) polymerase, central domain (InterPro:IPR007012), Nucleotidyl transferase domain (InterPro:IPR002934), Poly(A) polymerase, RNA-binding domain (InterPro:IPR007010); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink)."	66
comp815_c0	1	0.03125	0	0	"protein_coding Hydroxyproline-rich glycoprotein family protein actin binding protein required for normal chloroplast positioning CHLOROPLAST UNUSUAL POSITIONING 1 (CHUP1); INVOLVED IN: chloroplast relocation; LOCATED IN: chloroplast outer membrane, chloroplast; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; BEST Arabidopsis thaliana protein match is: Tetratricopeptide repeat (TPR)-like superfamily protein (TAIR:AT4G18570.1); Has 95745 Blast hits to 54491 proteins in 2679 species: Archae - 1109; Bacteria - 12651; Metazoa - 43667; Fungi - 7750; Plants - 7740; Viruses - 1623; Other Eukaryotes - 21205 (source: NCBI BLink)."	32
comp8905_c0	1	0.006578947	0	0	NA	152
comp9377_c0	1	0.066666667	0	0	"protein_coding Voltage-gated chloride channel family protein Voltage-gated chloride channel family protein; FUNCTIONS IN: protein binding, anion channel activity, voltage-gated chloride channel activity; INVOLVED IN: chloride transport, transmembrane transport; LOCATED IN: intracellular, membrane; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Chloride channel, core (InterPro:IPR014743), Chloride channel, voltage gated (InterPro:IPR001807), Chloride channel ClC-plant (InterPro:IPR002251), Cystathionine beta-synthase, core (InterPro:IPR000644); BEST Arabidopsis thaliana protein match is: chloride channel C (TAIR:AT5G49890.1); Has 6777 Blast hits to 6308 proteins in 1692 species: Archae - 118; Bacteria - 4354; Metazoa - 967; Fungi - 343; Plants - 345; Viruses - 0; Other Eukaryotes - 650 (source: NCBI BLink)."	15
comp9415_c0	3	0.090909091	0	0	"protein_coding PHD finger family protein / SWIB complex BAF60b domain-containing protein / GYF domain-containing protein PHD finger family protein / SWIB complex BAF60b domain-containing protein / GYF domain-containing protein; FUNCTIONS IN: DNA binding, zinc ion binding; INVOLVED IN: regulation of transcription, DNA-dependent; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Zinc finger, PHD-type, conserved site (InterPro:IPR019786), SWIB/MDM2 domain (InterPro:IPR003121), Zinc finger, PHD-type (InterPro:IPR001965), Zinc finger, FYVE/PHD-type (InterPro:IPR011011), GYF (InterPro:IPR003169), Zinc finger, PHD-finger (InterPro:IPR019787); BEST Arabidopsis thaliana protein match is: DNA binding;zinc ion binding;nucleic acid binding;nucleic acid binding (TAIR:AT3G51120.1); Has 1270 Blast hits to 1121 proteins in 190 species: Archae - 0; Bacteria - 166; Metazoa - 513; Fungi - 60; Plants - 433; Viruses - 0; Other Eukaryotes - 98 (source: NCBI BLink)."	33
comp9655_c0	1	0.03030303	0	0	"protein_coding Insulinase (Peptidase family M16) protein MPPBETA; FUNCTIONS IN: metalloendopeptidase activity, zinc ion binding; INVOLVED IN: proteolysis; LOCATED IN: in 11 components; EXPRESSED IN: 27 plant structures; EXPRESSED DURING: 17 growth stages; CONTAINS InterPro DOMAIN/s: Peptidase M16, zinc-binding site (InterPro:IPR001431), Peptidase M16, C-terminal (InterPro:IPR007863), Peptidase M16, N-terminal (InterPro:IPR011765), Metalloenzyme, LuxS/M16 peptidase-like, metal-binding (InterPro:IPR011249), Peptidase M16, core (InterPro:IPR011237); BEST Arabidopsis thaliana protein match is: Insulinase (Peptidase family M16) protein (TAIR:AT1G51980.1); Has 13067 Blast hits to 12610 proteins in 2372 species: Archae - 22; Bacteria - 8565; Metazoa - 1070; Fungi - 780; Plants - 365; Viruses - 3; Other Eukaryotes - 2262 (source: NCBI BLink)."	33
